Feature_ID,012_Caperatic_acid,004_Acetylportentol,011_Bourgeanic_acid,002_2_Hydroxy_4_6_dimethoxyacetophenone,008_12_Desoxypyxinol,007_12_Desoxydiacetylpyxinol
184,,,,,,
185,,,,,,
186,,,,,,
187,,,,,,
188,,,,,,
189,,,,,0,0
190,,,,,,
191,,,,,,
192,,,,,,0
194,,,,,,0
196,,,,,,
197,,,,,,
198,,,,,,
200,,,,0,,0
201,,,,,,0
202,,,,,,
203,0,0,,0,0,0
204,0,,,0,,0
205,,,,,,
206,,,,,,0
208,,,,,,
209,,,,0,,
210,,,,,,
212,,,,,,
213,,,,,,
214,,,,,,0
215,,,,,,
216,,,,,,
218,,,,,0,0
219,,,,0,,
220,,,,,,0
221,,,,,,
222,,,,,,
223,,,,,,
224,,,,,,
225,,,,,,
226,,,,,,
227,,,,,,
228,,,,,,
229,,,,,,
230,,,,,,
231,,,,,,
232,,,,,,
233,,,,,,
234,,,,,,
236,,,,,,
237,,,,,,
238,,,,,,
239,,,,,,
240,,,,,,
241,,,,,,
242,,,,,,
243,,,,,,
244,,,,,,
245,,,,,,
248,,,,,,
249,,,,,,
250,,,,,,
251,,,,,,
252,,,,,,
253,,,,,,
254,,,,,,
255,,,,,,
256,,,,,,
257,,,,,,
258,,,,,,
259,,,,,,
260,,,,,,
263,,,,,,
264,,,,,,
265,,,,,,
267,,,,,0,
268,,,,,,
269,,,,,,
270,,,,,,
271,,,,,,
272,0,,,,0,
274,,,,,0,
275,,,,0,,
276,,,,,,
277,0,0,,0,0,0
278,0,,,,,
281,,0,0,0,0,
283,0,0,0,0,0,
284,0,0,0,0,0,0
285,,,,,,
290,,,,,,
293,0,,,0,,
301,,,0,,,
305,,,,,,
306,0,0,0,0,0,0
307,,,,,,
308,,,,,,
309,,,,,,
310,0,,,0,,
311,,,,0,,
312,,,,0,,
316,,,,,,
317,,,,0,,
321,0,0,,0,,
322,,,,,,
324,,,,,,
325,,,,,,
326,,,,,,
330,,,,,,
331,,,,,,
335,,,,0,,
336,,,,,,
337,,,,,,
339,0,,,0,,
342,,,,0,,
343,,,,,,
345,,,,,,
346,,,,,,
347,,,,,,
348,,,,,,
349,,,,0,,
350,,,,,,
351,,,,,,
352,0,,,0,,
353,,,,,,
354,0,,,0,,
355,,,,,,
356,,,,,,
358,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
370,,,,,,
372,,,,,,
373,,,,,,
374,0,,,0,,
377,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
392,0,,0,0,,
393,,,,,,
394,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
400,,,,0,,
401,,,,,,
402,,,,,,
403,,,0,0,,
404,,,,,,
405,,,,,,
408,0,,0,0,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
424,,,,,,
425,,,,,,
426,,,,0,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
434,,,,,,
435,,,0,,,
436,,,0,,,
437,,,,,,
438,,,0,,,
440,,,0,,,
441,,,0,,,
443,,,0,,,
444,0,0,0,0,0,0
446,0,0,0,0,0,0
449,,,0,,,
450,,,,,,
451,,,0,,,
453,0,0,0,0,0,0
454,0,0,0,0,0,0
459,,,0,,,
460,,0,0,,,0
461,0,0,0,0,,0
462,0,0,0,0,0,0
465,,,,,,
466,,,,,,
467,,,,,,
468,,,0,,,
471,,,0,,,
472,0,0,0,,0,
475,,,0,,,
476,,,,,,
477,0,0,0,0,0,0
479,,,,,,
480,,,,,,
481,0,0,0,0,0,0
482,,,,,,
484,,0,,,0,
485,,,0,,,
487,,,,,,
492,,,,,,
493,0,0,0,0,0,0
495,,,,,,
496,,,,,,
497,,,,,,
500,,,0,,,
502,,,,,,
503,,,0,,,
504,,,,,,
506,0,0,0,0,0,0
507,,,0,,,
508,,,,,,
512,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
521,,,,,,
522,,,,,,
523,0,,0,,,
525,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
533,,,,,,
534,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
541,,,,,,
542,,,,,,
544,0,,0,,,
545,0,0,0,0,0,0
548,0,0,0,0,,
549,,,,,,
550,,,,,,
551,0,0,0,,0,0
552,,,0,,,
553,,,,,,
555,,,,,,
556,0,,,,,
557,,,,,,
558,,,,,,
559,0,,0,,,
560,,,,,,
562,,,,,,
565,,,0,,,
567,0,,0,,,
569,,,,,,
570,,,,,,
572,,,,,,
574,,,,,,
578,,,,,,
580,,,,,,
581,,,,,,
583,,,,,,
584,,,0,,,
586,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
604,,,0,,,
605,,,,,,
606,,,,,,
608,,,,,,
609,,,,,,
610,0,0,0,0,0,0
611,0,0,0,0,0,0
612,,,,,,
614,,,,,,
615,,,,,,
621,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
635,0,0,0,,0,
637,,,0,,,
639,,0,0,,0,0
640,,,0,,,
641,,,,,,
642,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,0,0,0,,,
654,,,,,,
656,,,,,,
657,,,,,,
660,,,,,,
661,0,0,0,0,0,0
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
667,,,,,,
668,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,0,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,0,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,0,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,,,,,,
706,0,,,,,
707,0,,,,,
708,0,,,,,
710,,,,,,
711,0,,,,,
712,,,,,,
713,0,,,,,
716,,,,,,
717,0,,,,,
719,0,,,,,
720,,,,,,
723,,,,,,
724,0,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
730,,,,0,,
731,0,,,,,
732,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
740,,,,,,
743,,,,,,
745,0,,,,,
746,0,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,0,,,,,
751,0,,,,,
754,0,,,,,
756,,,,,,
758,,,,,,
759,,,,,,
761,,,,,,
762,0,,,,,
763,,,,,,
765,,,,,,
766,,,,,,
767,0,,,0,,
768,,,,,,
769,,,,,,
771,0,,,,,
772,,,,,,
773,,,,,,
774,0,,,,0,
775,,,,,,
776,,,,,,
778,,,,,,
779,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,0,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
790,0,,,0,0,
791,,,,,,
792,,,,,,
793,,,,,,
795,,,,,,
799,,,,,,
800,0,,,,,
801,,,,,,
802,0,,,,,
803,,,,,,
806,,,,,,
809,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
822,0,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
